spec	modelNum	modelTime	modelMem	sign	testtuple	pass	askTime	askMem	numProvs	maxTreeDepth	maxNumAlphas	maxHighlight	info
CD2Alloy2.als	2	3195140	171927200	true	get(Employee$0->worksIn$0->Address$0)	true	993296049	304116224	2	11	17	33	-
CD2Alloy2.als	2	3195140	171927200	true	this/worksIn(worksIn$0)	true	635772693	352522752	3	10	17	42	-
CD2Alloy2.als	2	3195140	171927200	true	this/Address(Address$0)	true	31591737	199781744	3	7	4	42	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused24->of$0->unused25)	true	473715	199781744	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(Address$0->of$0->unused20)	true	19472572	204458416	2	6	2	42	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused24->of$0->unused27)	true	510817	204458416	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused27->of$0->unused2)	true	507855	204458416	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused26->of$0->unused2)	true	333465	204458416	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused27->of$0->unused17)	true	330326	204458416	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	this/Manager(unused29)	true	100828689	251318616	1	7	1	20	-
CD2Alloy2.als	2	3195140	171927200	false	get(Employee$0->of$0->unused25)	true	15749933	255994952	2	6	2	42	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused24->of$0->unused6)	true	463602	255994952	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused27->of$0->unused18)	true	309536	255994952	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused27->worksIn$0->unused16)	true	303973	255994952	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused28->worksIn$0->unused5)	true	316924	255994952	0	0	0	0	-
CD2Alloy2.als	2	3195140	171927200	false	get(unused22->worksIn$0->Employee$0)	true	49840381	265347720	1	5	3	42	-
